Unique identifier for each respondent,Census Region,Census Division,Reportable states and groups of states,Type of housing unit,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Electricity usage for other purposes (all end-uses except SPH, COL, WTH, and RFG), in thousand BTU, 2009","Electricity usage for refrigerators, in thousand BTU, 2009","Electricity usage for air-conditioning, central and window/wall (room), in thousand BTU, 2009","Electricity usage for water heating, in thousand BTU, 2009","Electricity usage for space heating, in thousand BTU, 2009","Natural Gas usage for other purposes (all end-uses except SPH and WTH), in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009"
6781,2,4,10,2,4751.97,7789,348,10882,37129,520,53300,30108.64,3145.17,879.15,0,2996.05,0,10104.43,43195.57
6782,4,10,26,2,7169.31,747,1592,3008,10263,333,34133,6370.58,1606.19,2286.23,0,0,9641.48,11266.32,13225.2
6783,3,5,17,1,9673.08,560,3690,13165,44919,0,0,18928.35,3568.74,8722.88,9823.58,3875.46,0,0,0
6784,1,1,1,5,8969.92,6385,469,1584,5405,647,66318,3849.9,1410.64,144.46,0,0,3896.79,3473.24,58947.97
6785,1,2,3,4,7553.73,4894,834,2673,9120,1050,107625,6629.42,1585.69,904.89,0,0,0,16459.16,91165.84
6786,2,3,8,2,13175.74,7163,341,9077,30971,1081,110803,16580.85,3861.13,474.62,7403.63,2650.79,9397.62,0,101405.38
6787,4,10,26,2,7703.43,2828,112,6277,21417,587,60168,19487.13,1929.87,0,0,0,8536.68,18457.48,33173.84
6788,3,7,21,2,7535.95,2402,2329,14208,48478,608,62320,24152.84,7649.89,16675.28,0,0,0,22028.29,40291.72
6789,2,4,10,2,4888.33,7037,644,3069,10471,1109,113673,8667.67,1803.33,0,0,0,0,24433.38,89239.62
6790,3,5,17,1,13645.38,1320,3025,21888,74682,0,0,31401.22,5383.64,16417.91,12629.39,8849.85,0,0,0
6791,2,3,6,5,19500.09,6353,620,2921,9966,147,15068,6075.18,2770.61,1120.21,0,0,1553.81,3198.34,10315.85
6792,4,10,26,2,7503.02,2585,758,8616,29398,599,61398,21401.87,7996.13,0,0,0,0,21301.91,40096.09
6793,4,10,26,2,7264.47,1314,1164,14193,48427,542,55556,39566.38,4594.17,3558.08,0,707.89,14734.06,17977.58,22843.87
6794,3,5,15,2,7707.69,2858,1917,25048,85464,0,0,34915.85,6505.28,14318.21,16891.41,12833.25,0,0,0
6795,1,2,4,2,12550.17,4720,888,13014,44404,1464,150060,27773.16,2732.43,1487.48,12410.93,0,38748.33,0,111311.67
6796,1,2,3,5,9871.94,4971,856,5715,19500,44,4510,14620.44,4879.56,0,0,0,4510,0,0
6797,2,4,10,2,4232.49,7784,439,8534,29118,1056,108240,19222.42,4527.15,3456.46,0,1911.98,5184.21,19761.35,83294.44
6798,2,3,8,2,12679.94,7078,341,14981,51115,1577,161643,39307.21,6787.24,3420.65,0,1599.91,24825.83,39179.97,97637.2
6799,4,8,23,3,8634.1,5794,780,4508,15381,457,46843,12484.33,1891.98,1004.7,0,0,0,14002.86,32840.14
6800,1,1,1,2,13153.37,6211,510,5490,18732,0,0,13993.42,2205.45,1468.99,0,1064.15,0,0,0
6801,4,10,26,4,8812.43,1232,616,1676,5719,208,21320,3628.52,2090.48,0,0,0,2008.3,2386.69,16925.51
6802,2,3,8,2,10845.19,6961,290,10692,36481,773,79233,29913.64,5105.78,1461.81,0,0,10195.43,18864.81,50172.76
6803,3,5,13,2,13841.12,3272,1721,19629,66974,0,0,36800.44,5505.09,13274.88,10032.11,1361.49,0,0,0
6804,3,5,16,2,13171.86,3704,1446,24024,81970,473,48483,47013.01,4239.3,15101.52,15616.17,0,0,0,48483
6805,2,3,7,2,17056.5,5648,669,9566,32639,939,96248,19870.59,2615.35,5076.51,5076.55,0,0,0,96248
6806,3,7,21,2,7788.02,2112,2810,14511,49512,490,50225,23817.09,3846.64,11611.37,9474.58,762.32,0,0,50225
6807,2,4,12,5,3716.16,5364,933,7979,27224,0,0,8315.65,1869.34,1494.86,5460.22,10083.94,0,0,0
6808,1,1,1,2,11174.23,6774,420,9969,34014,0,0,26382.96,7149.88,481.17,0,0,0,0,0
6809,1,2,3,5,11026.01,6817,385,2866,9779,731,74928,6696.23,3082.77,0,0,0,0,12206.49,62721.51
6810,4,10,27,5,13757.86,4836,333,6823,23280,0,0,10210.42,2528.71,0,3623.48,6917.39,0,0,0
6811,2,4,10,1,8272.57,9200,377,7713,26317,567,58118,15997.47,3497.46,452.54,6369.53,0,0,0,58118
6812,3,7,21,2,8101.63,2059,2739,15653,53408,0,0,21988.58,4768.55,10913.86,8576.87,7160.15,0,0,0
6813,4,10,26,2,7401.83,3262,81,9211,31428,468,47970,24551.79,5318.98,0,0,1557.23,11383.58,14372.4,22214.02
6814,1,2,3,5,7497.95,4594,1057,3823,13044,605,62013,8941.79,2437.87,1664.34,0,0,7641.36,14066.98,40304.66
6815,3,7,21,4,7337.77,1285,4218,3598,12276,0,0,2993.02,2241.24,3019.34,1881.33,2141.07,0,0,0
6816,3,5,13,4,9025.55,4280,1191,7325,24993,0,0,11797.48,1552.57,600.82,3895.93,7146.2,0,0,0
6817,3,5,13,2,10128.15,3583,1487,14581,49750,723,74108,16883.43,5054.57,26881.19,0,930.81,0,25821.83,48286.17
6818,1,1,1,2,5629.1,7139,291,8887,30322,0,0,26498.12,3644.37,179.52,0,0,0,0,0
6819,1,1,1,2,5629.1,7039,312,8464,28879,0,0,18619.67,4620.54,0,0,5638.79,0,0,0
6820,4,10,27,2,11655,4769,290,9197,31380,1011,103628,24941.7,6095.91,342.39,0,0,0,37891.89,65736.11
6821,2,3,7,2,16186.34,5342,889,4968,16951,539,55248,10656.38,2239.29,3056.47,0,998.86,0,12291.44,42956.56
6822,3,5,17,2,6540.32,408,4039,10391,35454,0,0,13724.5,3571.59,9550.93,6293.12,2313.85,0,0,0
6823,2,3,6,2,18393.48,6443,589,47039,160497,25,2563,86245.5,6866.41,3724.27,21772.43,41888.4,2563,0,0
6824,1,2,3,2,7955.39,6990,293,2594,8851,1633,167383,6717.5,2133.5,0,0,0,0,19131.02,148251.98
6825,4,10,26,2,7537.76,2206,1578,13460,45926,412,42230,32195.33,7471.56,6259.11,0,0,6988.89,14172.09,21069.03
6826,4,10,27,5,5325.57,4817,357,7062,24096,0,0,9748.48,1630.23,0,6941.6,5775.69,0,0,0
6827,2,3,7,3,20308.16,6379,566,2653,9052,528,54120,7383.83,1235.66,432.51,0,0,0,13824.59,40295.41
6828,3,5,13,5,8596.26,3958,1488,9096,31036,308,31570,12405.72,2983.86,5048.84,0,10597.58,12704.05,18865.95,0
6829,2,4,11,2,3901.34,5190,1075,10747,36669,70,7175,6788.46,3441.09,2467.9,13264.97,10706.59,7175,0,0
6830,2,3,8,4,16122.13,6398,489,2176,7425,829,84973,4661.25,2763.75,0,0,0,10097.56,19091,55784.44
6831,3,5,17,2,5991.05,498,3882,14886,50791,197,20193,23047.54,3947.51,21216.19,0,2579.76,0,15213.76,4979.24
6832,2,3,9,1,11875.71,8223,282,4630,15798,783,80258,9675.91,5742.86,379.23,0,0,14127.34,0,66130.66
6833,3,6,18,2,9986.66,4202,1140,18444,62931,0,0,34592.44,4794.04,5611.77,7223.03,10709.78,0,0,0
6834,4,10,26,2,7436.15,2498,943,4208,14358,0,0,4768.27,1486.64,1740.12,3009.59,3353.38,0,0,0
6835,4,10,26,2,6466.42,1296,552,5201,17746,343,35158,10838.31,2298.51,0,0,4609.18,15370.39,19787.61,0
6836,1,2,3,4,11539.55,5826,705,4163,14204,884,90610,9817.85,4386.16,0,0,0,19976.6,10279.89,60353.51
6837,3,5,16,5,17012.72,3287,1647,7625,26017,0,0,8331.2,1638.11,4078.83,4482.58,7486.28,0,0,0
6838,3,5,16,2,14549.08,3635,1330,10373,35393,0,0,11359.5,4756.15,3850.57,7218.88,8207.91,0,0,0
6839,3,7,21,2,8218.57,1289,3086,23576,80441,675,69188,30672.99,8897.66,40870.35,0,0,17789.03,22289.1,29109.87
6840,3,6,18,3,21524.45,2158,2131,12076,41203,0,0,15479.96,3098.23,8333.96,5774.08,8516.78,0,0,0
6841,4,10,26,2,7264.47,1226,1344,7046,24041,373,38233,20287.89,3753.11,0,0,0,11064.96,12677.3,14490.75
6842,1,2,5,4,26846.11,5231,803,5302,18090,61,6253,8529.75,4502.94,2425.89,0,2631.42,0,6253,0
6843,4,10,26,4,6440.02,2569,603,2031,6930,0,0,2285.33,1314.34,0,0,3330.33,0,0,0
6844,2,4,11,2,4224,5002,1260,8075,27552,1312,134480,15452.97,2288.72,9810.31,0,0,0,41608.08,92871.92
6845,3,7,21,2,8345.55,1205,3442,13832,47195,1237,126793,18197.89,5531.13,23465.98,0,0,15658.52,64859.88,46274.6
6846,1,1,2,2,3912.87,7136,350,40243,137309,0,0,116360.02,15726.05,5222.93,0,0,0,0,0
6847,2,3,7,3,14543.48,5167,885,8322,28395,754,77285,17537.62,2885.05,0,0,7972.33,0,77285,0
6848,2,4,12,2,2908.79,4623,1099,15167,51750,0,0,26866.36,3162.79,4529.32,7449.19,9742.34,0,0,0
6849,2,3,9,2,10254.02,7359,378,14736,50279,0,0,34363.2,3513.94,2584.66,9817.2,0,0,0,0
6850,3,5,15,2,24697.79,3170,1280,10966,37416,814,83435,15604.34,6257.59,15554.08,0,0,2879.87,22809.13,57746
6851,1,2,4,2,15489.58,4714,958,20865,71191,1584,162360,58265,4310.09,7130.11,0,1485.8,0,37971.86,124388.14
6852,2,3,7,4,47911.3,5414,588,5550,18937,271,27778,6094.46,4803.03,1165.56,0,6873.95,3223.72,0,24554.28
6853,4,10,26,2,6936.83,3271,487,3242,11062,433,44383,9550.2,1511.92,0,0,0,12104.7,10571.03,21707.27
6854,4,10,26,2,9260.44,3150,1970,3520,12010,881,90303,6770.26,2416.28,2823.46,0,0,19178.7,22418.43,48705.88
6855,3,5,17,2,7659.21,628,3495,20679,70557,0,0,29656.73,6755.46,26730.48,4625.21,2789.12,0,0,0
6856,4,8,23,2,35517.01,7613,462,20058,68438,0,0,32661.16,2774.73,255.38,13734.34,19012.39,0,0,0
6857,4,10,26,2,7401.83,3377,29,12574,42902,659,67548,36686.95,4486.64,38.42,0,1689.99,15463.02,18600.49,33484.48
6858,2,3,6,2,19914.71,6221,660,11354,38740,1461,149753,31950.6,2969.77,3819.64,0,0,0,26722.38,123030.62
6859,4,10,26,2,7169.31,1219,1868,11713,39965,335,34338,25305.74,1751.85,12907.42,0,0,0,16449.72,17888.29
6860,3,7,21,2,7489.17,1386,2868,26425,90162,326,33415,44629.41,3795.45,22973.06,11921.43,6842.65,33415,0,0
6861,4,10,26,2,7537.76,2797,1537,14411,49170,576,59040,27141.03,9662.74,12366.23,0,0,9670.2,22235.89,27133.92
6862,4,8,22,3,5353.69,6210,325,3483,11884,279,28598,8599.74,2002.54,0,0,1281.73,2405.49,6966.17,19226.34
6863,3,7,21,5,10187.2,2400,2442,7574,25842,61,6253,7283.68,2010.59,8513.17,0,8034.57,0,6253,0
6864,3,7,20,3,10325.43,1086,3448,29307,99995,275,28188,67373.36,3997.2,18015.06,0,10609.39,0,28188,0
6865,3,5,17,2,6297.04,1064,2550,11429,38996,0,0,16283.63,2462.05,11540.82,5020.82,3688.67,0,0,0
6866,3,7,21,4,7337.77,1418,3864,7637,26057,0,0,8306.45,3366.75,0,7423.88,6959.91,0,0,0
6867,1,2,4,4,16390.04,4376,946,5425,18510,400,41000,8400.1,1687.95,1241.09,7180.87,0,0,0,41000
6868,2,3,8,2,14591.87,6850,361,10393,35461,0,0,32152.93,2639.78,668.3,0,0,0,0,0
6869,3,7,21,2,12617.32,1501,3026,16196,55261,0,0,30576.66,6607.38,8918.56,9158.4,0,0,0,0
6870,4,9,25,2,8788.48,6031,637,9582,32694,0,0,19805.27,4238.3,0,8650.44,0,0,0,0
6871,3,7,21,2,12659.75,2274,2606,28748,98088,0,0,48728.9,8605.92,11546.69,19320.45,9886.04,0,0,0
6872,3,5,16,1,21478.82,3254,1789,15374,52456,0,0,23250.95,4283.22,6342.13,7193.94,11385.76,0,0,0
6873,3,7,21,2,7784.79,1529,3333,18133,61870,0,0,23848.64,3132.55,15326.19,11995.64,7566.97,0,0,0
6874,4,10,27,3,7025.05,9774,51,8229,28077,656,67240,16345.47,3762.94,0,7968.59,0,0,0,67240
6875,2,4,12,5,3251.93,4938,1076,6815,23253,0,0,6224.95,2672.36,1696.7,5758.6,6900.39,0,0,0
6876,3,5,14,2,13631.19,4623,1278,27572,94076,1125,115313,59801.81,11886.59,22387.6,0,0,0,41113.28,74199.73
6877,1,1,1,2,11638.26,9762,81,20145,68735,0,0,51027.86,3227.33,54.15,14425.67,0,0,0,0
6878,3,7,21,2,9979.93,1235,3468,9576,32673,221,22653,25458.55,7214.45,0,0,0,333.6,7926.57,14392.83
6879,2,3,6,2,16137.48,6412,567,18333,62552,1773,181733,51922.34,7265.17,3364.49,0,0,26342.64,40895.62,114494.75
6880,2,4,12,2,2993.34,4121,1306,14200,48450,0,0,35437.01,3002.75,10010.29,0,0,0,0,0
6881,2,3,7,2,16186.35,5246,862,12061,41152,452,46330,22234.27,11689.25,4677.39,0,2551.09,0,12791.56,33538.44
6882,3,5,16,2,14918.46,3156,1624,12500,42650,381,39053,27475.29,4831.24,1592.75,8750.72,0,0,0,39053
6883,2,3,9,4,10122.06,8125,300,7395,25232,776,79540,19457.99,3748.25,0,0,2025.76,0,21702.6,57837.41
6884,3,5,17,3,5079.04,158,4440,12133,41398,0,0,11366.08,2176.29,17965.27,9890.35,0,0,0,0
6885,2,4,12,2,2935.68,5090,974,18986,64780,1167,119618,46690.18,8721.61,9368.21,0,0,14227.19,31073.11,74317.7
6886,1,2,3,2,7862.34,4650,894,11799,40258,822,84255,28492.65,6435.17,5330.18,0,0,15799.09,24527.29,43928.62
6887,1,2,3,5,10477.51,6705,333,6832,23311,447,45818,16640.84,4930.72,1739.44,0,0,0,2572.7,43245.3
6888,4,10,26,2,7305.68,2705,2099,13472,45967,759,77798,37693.06,6044.49,0,0,2229.32,15411.53,22224.5,40161.97
6889,4,9,24,1,11095.84,1030,3850,13213,45083,287,29418,26186.82,3557.1,15338.97,0,0,0,14933.62,14484.38
6890,4,10,26,3,6995.53,1695,1487,2549,8697,271,27778,5475.97,1348.51,1872.52,0,0,5920.43,21857.57,0
6891,3,5,15,2,6054.97,2997,1812,22997,78466,0,0,37412.27,2507.85,12656.03,11839.57,14050.29,0,0,0
6892,4,10,26,2,6858.53,2010,2465,5630,19210,260,26650,10478.42,5152.87,3578.72,0,0,5130.9,8339.51,13179.6
6893,1,1,1,4,6356.48,5626,603,3778,12891,1010,103525,8575.83,4315.17,0,0,0,8553.55,21199.53,73771.92
6894,4,10,26,3,6343.75,2565,1801,10295,35127,200,20500,20923,7455.15,6748.85,0,0,1431.75,5782.93,13285.33
6895,4,9,25,4,11430.7,4257,1017,2995,10219,322,33005,6244.68,2852.51,0,0,1121.81,0,4455.04,28549.96
6896,2,4,11,5,5576.47,4898,1293,7275,24822,0,0,4711.88,2862.49,2586.97,5449.01,9211.66,0,0,0
6897,2,4,10,2,6527.52,6656,631,8128,27733,0,0,19697.09,5830.86,2205.05,0,0,0,0,0
6898,2,4,10,2,9428.98,8044,548,6101,20817,0,0,12122.96,2933.21,558.96,3890.86,1310.55,0,0,0
6899,3,5,17,2,5991.05,500,3875,22863,78009,0,0,42151.16,5969.89,16880.92,8671.41,4335.63,0,0,0
6900,4,10,26,2,6589.42,2774,2047,20374,69516,0,0,39657.52,3439.91,15142.29,0,11276.28,0,0,0
6901,2,3,8,2,12679.94,6294,513,5303,18094,555,56888,11193.51,6270.96,629.54,0,0,10453.82,12965.33,33468.86
6902,2,4,10,2,4232.49,7558,484,8036,27419,497,50943,21526.44,4340.2,1552.36,0,0,0,9508.16,41434.84
6903,4,10,26,5,7326.18,1384,1280,3392,11574,86,8815,7684.95,3889.05,0,0,0,0,8815,0
6904,3,7,21,2,7489.17,1199,3228,19202,65517,0,0,27599.26,5264.03,18821.22,8131.82,5700.67,0,0,0
6905,2,4,10,3,5242.33,5953,933,12028,41040,414,42435,30228.68,6558.2,4253.12,0,0,4310.95,11055.49,27068.57
6906,2,3,6,2,16137.48,5696,743,12489,42612,1658,169945,36687.18,3026.28,2898.54,0,0,36567.85,32313.63,101063.53
6907,3,5,13,4,11145.81,4178,1407,5730,19551,135,13838,6434.41,3692.68,857.43,0,8566.48,5507.45,8330.55,0
6908,3,5,16,2,12888.29,3594,1831,3529,12041,0,0,6265.28,1443.07,0,4332.65,0,0,0,0
6909,3,7,20,2,14249.48,3130,1756,6964,23761,353,36182,12968.69,3939.1,5910.98,0,942.23,2386.14,12127.41,21668.96
6910,4,8,22,5,6435.56,6596,301,3467,11829,94,9635,2372.41,1777.32,112.89,0,7566.38,0,9635,0
6911,4,10,27,2,9131.57,4815,435,7542,25733,202,20705,15263.05,3524.13,779.32,6166.5,0,914.57,0,19790.43
6912,2,3,7,2,14727.35,6457,392,5968,20363,763,78208,14982.87,4109.14,1271,0,0,4169.55,20573.47,53464.99
6913,3,5,13,2,12329.36,4499,1115,10229,34901,0,0,21560.04,0,5604.81,6123.01,1613.15,0,0,0
6914,4,10,26,5,8122.52,1058,1276,2500,8530,197,20193,5887.86,2642.14,0,0,0,14885.85,5307.15,0
6915,2,3,7,3,15746.31,5145,891,10334,35260,1143,117158,27465.26,3022.46,4772.29,0,0,0,27449.56,89708.44
6916,3,7,21,2,7827.84,2202,2630,8139,27770,249,25523,12193.16,2258.36,13318.48,0,0,4642.33,7561.03,13319.64
6917,3,7,21,2,8345.55,1309,3357,17515,59761,288,29520,29165.39,4126.58,26469.03,0,0,4384.97,11855.8,13279.24
6918,2,3,6,4,41036.52,5733,733,4346,14829,1361,139503,9757.97,5071.03,0,0,0,0,17798.91,121704.09
6919,4,10,26,2,5826.65,1976,2509,16645,56793,0,0,43437.54,5255.15,8100.31,0,0,0,0,0
6920,2,4,10,1,13790.91,9703,230,8529,29101,0,0,26349.82,2751.18,0,0,0,0,0,0
6921,3,5,17,2,8257.24,468,3870,14576,49733,0,0,19411.89,6008.81,15317.57,5079.41,3915.33,0,0,0
6922,2,4,12,2,3200.58,4714,1188,10104,34475,0,0,16182.68,2263.57,3577.29,4310.64,8140.83,0,0,0
6923,3,7,21,2,8345.55,1258,3462,12493,42626,397,40693,11580.6,3408.21,27637.19,0,0,7949.99,14672.41,18070.6
6924,3,6,19,2,10046.69,3290,1840,11579,39508,346,35465,17467.7,3912.8,12078.15,6049.36,0,0,0,35465
6925,3,5,14,1,50473.29,4475,954,23103,78827,0,0,36949.72,5133.23,3376.13,16767.86,16600.05,0,0,0
6926,2,4,10,1,8385.21,7275,454,2691,9182,732,75030,4321.25,4860.75,0,0,0,4578.01,4080.41,66371.58
6927,2,4,10,2,4232.49,7829,430,4142,14133,765,78413,11696.78,1984.08,452.14,0,0,0,22770.47,55642.53
6928,3,5,17,1,12366.49,585,3629,7428,25344,0,0,2305,2768.86,13535.52,3822.05,2912.58,0,0,0
6929,2,4,12,2,2711.43,4803,1323,32471,110791,0,0,46440.84,10726.73,0,22045.49,31577.94,0,0,0
6930,3,6,18,2,9713.22,2806,1900,26147,89214,0,0,34942.38,6675.56,16868.32,14824.12,15903.62,0,0,0
6931,1,1,1,2,11174.23,7754,266,21816,74436,0,0,68050.77,6385.23,0,0,0,0,0,0
6932,1,2,5,2,17351.45,6501,363,5373,18333,0,0,15231.86,1930.45,1170.69,0,0,0,0,0
6933,1,2,5,3,11350.46,5928,498,17443,59516,0,0,27702.66,3395.78,0,23464.83,4952.72,0,0,0
6934,1,1,2,2,6709.2,5642,570,3748,12788,861,88253,9725.48,2555.51,507.01,0,0,8556.17,22580.42,57116.41
6935,4,10,26,2,6798.75,2205,1578,7767,26501,408,41820,14075.08,1471.27,4955.37,0,5999.29,5863.5,22350.67,13605.84
6936,3,6,19,2,10189.02,3801,1321,10929,37290,0,0,13431.2,4862.83,1632.1,7428.03,9935.83,0,0,0
6937,4,10,26,5,8902.64,2661,715,3445,11754,0,0,4096.5,1449.29,0,2580.14,3628.07,0,0,0
6938,4,10,27,4,9918.82,4948,298,7531,25696,355,36388,16812.72,3774.27,0,0,5109.01,0,11003.17,25384.83
6939,3,6,18,2,10659.22,3428,1571,14183,48393,702,71956,26221.25,2813.29,11109.93,8248.07,0,0,0,71955.5
6940,4,9,24,2,11076.59,1141,3932,24508,83621,0,0,33709.4,5279.51,36109.7,3740.74,4781.65,0,0,0
6941,2,4,10,5,5303.53,8910,436,8448,28825,86,8815,8960.18,3953.96,630.16,0,15280.7,0,8815,0
6942,2,4,12,4,3967.29,4421,1447,10903,37201,0,0,10473.19,3133.32,6156.34,6286.06,11152.1,0,0,0
6943,3,5,15,2,6054.97,2744,1875,26033,88825,0,0,47041.37,4520.17,10804.1,15947.14,10512.22,0,0,0
6944,1,1,2,2,4286.3,6449,442,16437,56083,0,0,33839.18,5014,706.82,14210.25,2312.75,0,0,0
6945,4,10,26,2,7169.31,1037,1107,17404,59382,1002,102705,43676.52,7291.29,8414.18,0,0,17212.04,37463.26,48029.7
6946,1,1,2,4,4812.84,6416,463,7441,25389,496,50840,13717.05,5214.04,386.1,0,6071.81,15129.46,7340.3,28370.24
6947,2,4,12,2,3465.29,4751,1373,10382,35423,656,67240,26092.69,5011.53,4318.78,0,0,0,16814.52,50425.48
6948,3,5,13,2,9673.88,4302,1184,22192,75719,0,0,32043.48,6291.48,3798.3,16759.31,16826.43,0,0,0
6949,2,4,10,2,4751.97,8286,491,15704,53582,1189,121873,37780.83,10890.98,4910.19,0,0,0,33109.19,88763.82
6950,2,4,10,2,4132.53,7064,638,5664,19326,1204,123410,13182.15,3810.57,1044.14,0,1289.14,13633.61,28799.92,80976.47
6951,2,4,10,2,4697.21,8322,393,7928,27050,966,99015,19235.62,2857.02,415.67,4541.7,0,0,0,99015
6952,3,5,17,1,9296.32,1588,2500,15828,54005,0,0,23011.88,5294.22,8656.97,9518.76,7523.16,0,0,0
6953,4,9,25,1,14018.58,4307,1143,4796,16364,559,57298,10410.04,2371.17,3582.79,0,0,7351.81,17566.98,32379.21
6954,3,7,21,2,8710.48,2480,2362,8324,28401,180,18450,10658.65,3009.6,14732.75,0,0,1495.11,4992.58,11962.31
6955,2,4,10,2,4751.97,5699,792,11150,38044,856,87740,24444.19,5142.41,4403.04,0,4054.36,3712.31,20498.02,63529.68
6956,2,4,10,5,5914.24,8018,479,1777,6063,631,64678,2316.35,2205.15,360.58,0,1180.91,0,6668.84,58009.16
6957,3,5,17,2,6540.32,390,4088,19280,65783,0,0,19815.89,2506.68,32462.59,8323.5,2674.34,0,0,0
6958,3,7,20,3,10325.43,1043,3544,13280,45311,0,0,18108.59,2766.53,12927.08,6461.27,5047.54,0,0,0
6959,1,1,2,5,4311.35,6562,399,5024,17142,1036,106190,12748.38,3153.87,1239.75,0,0,16955.16,29205.52,60029.32
6960,1,2,4,2,15489.57,4854,796,6873,23451,1437,147293,17867.55,3072.95,2510.5,0,0,8480.11,41842.74,96970.16
6961,3,6,18,2,10643.57,4381,1134,26815,91493,0,0,59606.59,8622.68,8293.58,14970.16,0,0,0,0
6962,3,5,16,5,14226.59,3362,1611,12991,44325,0,0,13119.46,4540.99,2835.74,10761.36,13067.45,0,0,0
6963,3,5,17,3,5347.98,463,3914,8726,29773,0,0,13479.82,4717.94,4199.2,4902.43,2473.61,0,0,0
6964,3,5,16,2,20411.72,3379,1722,11492,39211,679,69598,26678.45,9084.98,3447.57,0,0,0,23629.46,45968.54
6965,1,1,2,4,6374.86,5617,737,3326,11348,674,69085,6879.66,3721.19,747.16,0,0,2081.93,14015.07,52988.01
6966,3,7,21,5,7634.59,1065,3532,7220,24635,0,0,6754.5,3354.82,4129.22,6400.18,3996.28,0,0,0
6967,3,5,17,2,6297.04,369,3909,21230,72437,0,0,39175.44,2984.62,19403.99,10872.95,0,0,0,0
6968,1,2,3,5,7598.35,4783,1021,10518,35887,366,37515,26452.92,3989.25,5444.83,0,0,15953.33,21561.67,0
6969,4,8,22,2,5600.99,6403,279,13744,46895,1419,145448,39983.07,6911.93,0,0,0,8016.05,38905.89,98526.06
6970,4,10,27,2,12789.88,5134,238,9885,33728,675,69188,23223.3,10504.7,0,0,0,4020.93,22202.11,42964.97
6971,3,5,15,2,8458.37,3567,1307,54177,184852,1895,194238,106678.37,15375.24,60009.25,0,2789.15,23587.55,69432.57,101217.88
6972,3,5,13,2,9673.87,3986,1348,17087,58301,1122,115005,32185.88,5783.88,8597.1,0,11734.14,0,67095.64,47909.36
6973,4,10,26,2,6858.53,2144,2286,7193,24543,537,55043,12914.68,5531.88,6096.44,0,0,14905.57,18336.73,21800.71
6974,2,3,6,2,14733.41,6921,480,7460,25454,712,72980,20398.46,4235.16,820.39,0,0,7735.15,19041.53,46203.31
6975,4,8,22,2,4357.04,7800,29,12398,42302,0,0,35245.85,7056.15,0,0,0,0,0,0
6976,1,2,3,5,7497.95,4772,872,6096,20800,60,6150,7363.66,1086.91,1234.24,0,11115.19,6150,0,0
6977,1,2,3,2,7862.34,4948,993,9765,33318,1212,124230,28521.73,2052.54,2743.72,0,0,18700.53,35169.29,70360.18
6978,2,3,7,3,14326.97,5889,573,4099,13986,611,62628,12047.79,1938.21,0,0,0,3805.78,18267.01,40555.22
6979,3,7,21,2,10361.93,1240,3456,12806,43694,0,0,16832.65,2466.08,18200.6,6194.67,0,0,0,0
6980,3,7,21,2,7718.02,3493,1678,12746,43489,506,51865,29951.86,3564.69,7354.53,0,2617.92,8293.09,13533.55,30038.36
6981,4,10,26,2,7169.31,1147,1564,12678,43257,440,45100,41661.83,1595.18,0,0,0,9717.66,18530.7,16851.64
6982,4,8,23,2,9737.42,5594,1173,9471,32315,881,90303,29980.5,2334.5,0,0,0,6573.7,17561.04,66168.27
6983,4,9,24,2,9539.46,1147,3915,34690,118362,0,0,51377.65,6845.69,43779.95,12296.25,4062.46,0,0,0
6984,2,4,11,2,4224,4731,1346,4594,15675,469,48073,11934.67,1610.16,2130.17,0,0,4199.54,13522.7,30350.77
6985,4,10,26,2,7313.35,2364,226,12940,44151,491,50328,31899.82,10435.55,0,0,1815.64,6819.61,13828.83,29679.05
6986,2,4,10,2,4751.97,8535,350,11313,38600,707,72468,30356.04,4006.43,2347.23,0,1890.3,0,20935.39,51532.61
6987,3,5,13,3,6631.99,4177,1408,26994,92104,0,0,40956.42,6913.08,4735.56,17086.18,22412.77,0,0,0
6988,4,10,26,2,7169.31,826,1409,6520,22246,653,66933,15412.28,4714.58,2119.14,0,0,7947.01,30292.68,28693.31
6989,1,1,2,2,5675.89,6527,420,98,334,0,0,297.69,26.6,9.72,0,0,0,0,0
6990,3,7,21,2,16120.88,596,3885,9431,32179,0,0,14599.15,1306.12,13016.16,1682,1575.57,0,0,0
6991,2,3,7,2,16020.97,5378,765,8106,27658,279,28598,21285.46,2948.96,3423.58,0,0,0,7503.22,21094.78
6992,1,2,3,5,10612.62,4991,850,3988,13607,46,4715,10160.32,2912.46,534.22,0,0,4715,0,0
6993,3,7,21,2,7788.02,2180,2955,5722,19523,872,89380,7598.39,1003.24,5584.39,4958.41,378.57,0,0,89380
6994,4,10,26,2,7264.47,1226,781,10870,37088,470,48175,32891.91,4196.09,0,0,0,0,24763.51,23411.49
6995,1,1,1,5,8161.18,7836,262,5464,18643,61,6253,3930.72,3083.96,0,0,11628.32,0,6253,0
